image,class,split
RAISE-1k/tiff/r072d955bt.TIF,0,test
RAISE-1k/tiff/r0777fea4t.TIF,0,test
RAISE-1k/tiff/r07cfb432t.TIF,0,test
RAISE-1k/tiff/r000da54ft.TIF,0,test
RAISE-1k/tiff/r001d260dt.TIF,0,test
RAISE-1k/tiff/r002fc3e2t.TIF,0,test
RAISE-1k/tiff/r00444b95t.TIF,0,test
RAISE-1k/tiff/r005f3e70t.TIF,0,test
RAISE-1k/tiff/r00617aa1t.TIF,0,test
RAISE-1k/tiff/r00679daet.TIF,0,test
RAISE-1k/tiff/r006b0e4bt.TIF,0,test
RAISE-1k/tiff/r006fcc20t.TIF,0,test
RAISE-1k/tiff/r007f5116t.TIF,0,test
RAISE-1k/tiff/r00816405t.TIF,0,test
RAISE-1k/tiff/r00869422t.TIF,0,test
RAISE-1k/tiff/r00879054t.TIF,0,test
RAISE-1k/tiff/r008a2095t.TIF,0,test
RAISE-1k/tiff/r008ed083t.TIF,0,test
RAISE-1k/tiff/r00a940e1t.TIF,0,test
RAISE-1k/tiff/r00b3931bt.TIF,0,test
RAISE-1k/tiff/r00b8d4a2t.TIF,0,test
RAISE-1k/tiff/r00c0995ft.TIF,0,test
RAISE-1k/tiff/r00c4a543t.TIF,0,test
RAISE-1k/tiff/r00d161b7t.TIF,0,test
RAISE-1k/tiff/r00de2590t.TIF,0,test
RAISE-1k/tiff/r01058910t.TIF,0,test
RAISE-1k/tiff/r0108c383t.TIF,0,test
RAISE-1k/tiff/r010cb248t.TIF,0,test
RAISE-1k/tiff/r01170470t.TIF,0,test
RAISE-1k/tiff/r01291f20t.TIF,0,test
RAISE-1k/tiff/r01292fd8t.TIF,0,test
RAISE-1k/tiff/r012b0f30t.TIF,0,test
RAISE-1k/tiff/r012d1dbet.TIF,0,test
RAISE-1k/tiff/r0141f0c9t.TIF,0,test
RAISE-1k/tiff/r01474187t.TIF,0,test
RAISE-1k/tiff/r0149a21ct.TIF,0,test
RAISE-1k/tiff/r0150031ft.TIF,0,test
RAISE-1k/tiff/r01511e3et.TIF,0,test
RAISE-1k/tiff/r01559391t.TIF,0,test
RAISE-1k/tiff/r015b453ft.TIF,0,test
RAISE-1k/tiff/r0176fbcat.TIF,0,test
RAISE-1k/tiff/r017904f0t.TIF,0,test
RAISE-1k/tiff/r018ba134t.TIF,0,test
RAISE-1k/tiff/r018e74fet.TIF,0,test
RAISE-1k/tiff/r0191aaf4t.TIF,0,test
RAISE-1k/tiff/r019eb1cbt.TIF,0,test
RAISE-1k/tiff/r01a31693t.TIF,0,test
RAISE-1k/tiff/r01a5f38at.TIF,0,test
RAISE-1k/tiff/r01b3f004t.TIF,0,test
RAISE-1k/tiff/r01b6aed6t.TIF,0,test
RAISE-1k/tiff/r01c95f68t.TIF,0,test
RAISE-1k/tiff/r01cbb7fdt.TIF,0,test
RAISE-1k/tiff/r01cf60c7t.TIF,0,test
RAISE-1k/tiff/r01d0b83bt.TIF,0,test
RAISE-1k/tiff/r01d9da09t.TIF,0,test
RAISE-1k/tiff/r01ef1b4at.TIF,0,test
RAISE-1k/tiff/r0200a7a6t.TIF,0,test
RAISE-1k/tiff/r02059ab4t.TIF,0,test
RAISE-1k/tiff/r0207a52ct.TIF,0,test
RAISE-1k/tiff/r021429abt.TIF,0,test
RAISE-1k/tiff/r02189767t.TIF,0,test
RAISE-1k/tiff/r02210c2at.TIF,0,test
RAISE-1k/tiff/r0225b88bt.TIF,0,test
RAISE-1k/tiff/r022af74ct.TIF,0,test
RAISE-1k/tiff/r02354285t.TIF,0,test
RAISE-1k/tiff/r0249f733t.TIF,0,test
RAISE-1k/tiff/r02508493t.TIF,0,test
RAISE-1k/tiff/r0250eb80t.TIF,0,test
RAISE-1k/tiff/r02513d19t.TIF,0,test
RAISE-1k/tiff/r026b5360t.TIF,0,test
RAISE-1k/tiff/r026cedb7t.TIF,0,test
RAISE-1k/tiff/r0279b17bt.TIF,0,test
RAISE-1k/tiff/r027a692ft.TIF,0,test
RAISE-1k/tiff/r0281b52at.TIF,0,test
RAISE-1k/tiff/r0282ca06t.TIF,0,test
RAISE-1k/tiff/r0284aa1at.TIF,0,test
RAISE-1k/tiff/r0287344at.TIF,0,test
RAISE-1k/tiff/r028896d3t.TIF,0,test
RAISE-1k/tiff/r0288b58ct.TIF,0,test
RAISE-1k/tiff/r02897203t.TIF,0,test
RAISE-1k/tiff/r029afdb0t.TIF,0,test
RAISE-1k/tiff/r02a0839et.TIF,0,test
RAISE-1k/tiff/r02a21f6ct.TIF,0,test
RAISE-1k/tiff/r02b3a1ddt.TIF,0,test
RAISE-1k/tiff/r02b7536at.TIF,0,test
RAISE-1k/tiff/r02d732f8t.TIF,0,test
RAISE-1k/tiff/r02e1abe2t.TIF,0,test
RAISE-1k/tiff/r02f1ba48t.TIF,0,test
RAISE-1k/tiff/r02f5c155t.TIF,0,test
RAISE-1k/tiff/r02f9f53et.TIF,0,test
RAISE-1k/tiff/r0314c3f9t.TIF,0,test
RAISE-1k/tiff/r031917act.TIF,0,test
RAISE-1k/tiff/r03193652t.TIF,0,test
RAISE-1k/tiff/r03389e9bt.TIF,0,test
RAISE-1k/tiff/r033bb79dt.TIF,0,test
RAISE-1k/tiff/r033daaa0t.TIF,0,test
RAISE-1k/tiff/r0341853dt.TIF,0,test
RAISE-1k/tiff/r0342f22ct.TIF,0,test
RAISE-1k/tiff/r0355b2d5t.TIF,0,test
RAISE-1k/tiff/r0356ea60t.TIF,0,test
RAISE-1k/tiff/r035ef2c2t.TIF,0,test
RAISE-1k/tiff/r03640e97t.TIF,0,test
RAISE-1k/tiff/r036e2a9at.TIF,0,test
RAISE-1k/tiff/r0372042dt.TIF,0,test
RAISE-1k/tiff/r037a250ft.TIF,0,test
RAISE-1k/tiff/r0383e9c3t.TIF,0,test
RAISE-1k/tiff/r038422cft.TIF,0,test
RAISE-1k/tiff/r038922cbt.TIF,0,test
RAISE-1k/tiff/r03995a8ct.TIF,0,test
RAISE-1k/tiff/r039a5ef5t.TIF,0,test
RAISE-1k/tiff/r039a851bt.TIF,0,test
RAISE-1k/tiff/r03aa5df1t.TIF,0,test
RAISE-1k/tiff/r03b0c944t.TIF,0,test
RAISE-1k/tiff/r03bf5648t.TIF,0,test
RAISE-1k/tiff/r03c8ddcft.TIF,0,test
RAISE-1k/tiff/r03cef811t.TIF,0,test
RAISE-1k/tiff/r03d2a758t.TIF,0,test
RAISE-1k/tiff/r03ed2669t.TIF,0,test
RAISE-1k/tiff/r03f41fdct.TIF,0,test
RAISE-1k/tiff/r03f70ccdt.TIF,0,test
RAISE-1k/tiff/r0408fe9ft.TIF,0,test
RAISE-1k/tiff/r040b3002t.TIF,0,test
RAISE-1k/tiff/r040bf4a5t.TIF,0,test
RAISE-1k/tiff/r04108c64t.TIF,0,test
RAISE-1k/tiff/r04160d64t.TIF,0,test
RAISE-1k/tiff/r04172edct.TIF,0,test
RAISE-1k/tiff/r0417f5e3t.TIF,0,test
RAISE-1k/tiff/r041c02cat.TIF,0,test
RAISE-1k/tiff/r0428df0ct.TIF,0,test
RAISE-1k/tiff/r042d5308t.TIF,0,test
RAISE-1k/tiff/r042d7b17t.TIF,0,test
RAISE-1k/tiff/r04317453t.TIF,0,test
RAISE-1k/tiff/r0438eb97t.TIF,0,test
RAISE-1k/tiff/r043951a3t.TIF,0,test
RAISE-1k/tiff/r04395e54t.TIF,0,test
RAISE-1k/tiff/r0450c4c0t.TIF,0,test
RAISE-1k/tiff/r045be2act.TIF,0,test
RAISE-1k/tiff/r0465565ct.TIF,0,test
RAISE-1k/tiff/r046852c1t.TIF,0,test
RAISE-1k/tiff/r047aa954t.TIF,0,test
RAISE-1k/tiff/r04851bf9t.TIF,0,test
RAISE-1k/tiff/r0487f5cet.TIF,0,test
RAISE-1k/tiff/r048c50d0t.TIF,0,test
RAISE-1k/tiff/r04989a70t.TIF,0,test
RAISE-1k/tiff/r049f471dt.TIF,0,test
RAISE-1k/tiff/r04a210b3t.TIF,0,test
RAISE-1k/tiff/r04aceb4et.TIF,0,test
RAISE-1k/tiff/r04b4d5aft.TIF,0,test
RAISE-1k/tiff/r04b8473dt.TIF,0,test
RAISE-1k/tiff/r04c11390t.TIF,0,test
RAISE-1k/tiff/r04c566a0t.TIF,0,test
RAISE-1k/tiff/r04cfa379t.TIF,0,test
RAISE-1k/tiff/r04e19833t.TIF,0,test
RAISE-1k/tiff/r04e7644dt.TIF,0,test
RAISE-1k/tiff/r04e818bat.TIF,0,test
RAISE-1k/tiff/r04eb0d0ft.TIF,0,test
RAISE-1k/tiff/r04eda41ct.TIF,0,test
RAISE-1k/tiff/r050e1024t.TIF,0,test
RAISE-1k/tiff/r0515a051t.TIF,0,test
RAISE-1k/tiff/r0518cf5dt.TIF,0,test
RAISE-1k/tiff/r05243256t.TIF,0,test
RAISE-1k/tiff/r0527f7e6t.TIF,0,test
RAISE-1k/tiff/r052df821t.TIF,0,test
RAISE-1k/tiff/r052e9174t.TIF,0,test
RAISE-1k/tiff/r053d2196t.TIF,0,test
RAISE-1k/tiff/r05647b9at.TIF,0,test
RAISE-1k/tiff/r056c0ee6t.TIF,0,test
RAISE-1k/tiff/r056d6bebt.TIF,0,test
RAISE-1k/tiff/r056daad2t.TIF,0,test
RAISE-1k/tiff/r056f233bt.TIF,0,test
RAISE-1k/tiff/r05718fd6t.TIF,0,test
RAISE-1k/tiff/r057282fet.TIF,0,test
RAISE-1k/tiff/r05772356t.TIF,0,test
RAISE-1k/tiff/r05839451t.TIF,0,test
RAISE-1k/tiff/r0589558at.TIF,0,test
RAISE-1k/tiff/r059cae86t.TIF,0,test
RAISE-1k/tiff/r059ce7d0t.TIF,0,test
RAISE-1k/tiff/r05a7750et.TIF,0,test
RAISE-1k/tiff/r05ac4560t.TIF,0,test
RAISE-1k/tiff/r05bf2f53t.TIF,0,test
RAISE-1k/tiff/r05d35656t.TIF,0,test
RAISE-1k/tiff/r05d59d7ct.TIF,0,test
RAISE-1k/tiff/r05d9d749t.TIF,0,test
RAISE-1k/tiff/r05db7e7ft.TIF,0,test
RAISE-1k/tiff/r05f3f6a5t.TIF,0,test
RAISE-1k/tiff/r05f66e6dt.TIF,0,test
RAISE-1k/tiff/r0603031et.TIF,0,test
RAISE-1k/tiff/r061e2ecft.TIF,0,test
RAISE-1k/tiff/r062b9259t.TIF,0,test
RAISE-1k/tiff/r062cab38t.TIF,0,test
RAISE-1k/tiff/r063d8a61t.TIF,0,test
RAISE-1k/tiff/r0648cff8t.TIF,0,test
RAISE-1k/tiff/r065472d8t.TIF,0,test
RAISE-1k/tiff/r065a0da9t.TIF,0,test
RAISE-1k/tiff/r066358d3t.TIF,0,test
RAISE-1k/tiff/r0667a51ft.TIF,0,test
RAISE-1k/tiff/r066b256at.TIF,0,test
RAISE-1k/tiff/r066ef803t.TIF,0,test
RAISE-1k/tiff/r0670f47ft.TIF,0,test
RAISE-1k/tiff/r06743f8ft.TIF,0,test
RAISE-1k/tiff/r0676c50at.TIF,0,test
RAISE-1k/tiff/r06836fdat.TIF,0,test
RAISE-1k/tiff/r069e346et.TIF,0,test
RAISE-1k/tiff/r06a52b7bt.TIF,0,test
RAISE-1k/tiff/r06aa7dabt.TIF,0,test
RAISE-1k/tiff/r06b161adt.TIF,0,test
RAISE-1k/tiff/r06b7849at.TIF,0,test
RAISE-1k/tiff/r06bfc92at.TIF,0,test
RAISE-1k/tiff/r06c4bcb9t.TIF,0,test
RAISE-1k/tiff/r06cad2d6t.TIF,0,test
RAISE-1k/tiff/r06d3ac60t.TIF,0,test
RAISE-1k/tiff/r06e1a520t.TIF,0,test
RAISE-1k/tiff/r0701ca45t.TIF,0,test
RAISE-1k/tiff/r0703243bt.TIF,0,test
RAISE-1k/tiff/r070a874ct.TIF,0,test
RAISE-1k/tiff/r072421a1t.TIF,0,test
RAISE-1k/tiff/r072649fdt.TIF,0,test
RAISE-1k/tiff/r0744a10et.TIF,0,test
RAISE-1k/tiff/r07598392t.TIF,0,test
RAISE-1k/tiff/r075baf3ct.TIF,0,test
RAISE-1k/tiff/r0773471dt.TIF,0,test
RAISE-1k/tiff/r077507cat.TIF,0,test
RAISE-1k/tiff/r079d086et.TIF,0,test
RAISE-1k/tiff/r07b99141t.TIF,0,test
RAISE-1k/tiff/r07c47354t.TIF,0,test
RAISE-1k/tiff/r07c51648t.TIF,0,test
RAISE-1k/tiff/r07cf907dt.TIF,0,test
RAISE-1k/tiff/r07d13149t.TIF,0,test
RAISE-1k/tiff/r07d5eb94t.TIF,0,test
RAISE-1k/tiff/r07db8a54t.TIF,0,test
RAISE-1k/tiff/r07dba73ft.TIF,0,test
RAISE-1k/tiff/r07df029bt.TIF,0,test
RAISE-1k/tiff/r07e1e8cbt.TIF,0,test
RAISE-1k/tiff/r07e242b7t.TIF,0,test
RAISE-1k/tiff/r07e35007t.TIF,0,test
RAISE-1k/tiff/r07e594d6t.TIF,0,test
RAISE-1k/tiff/r07f99a1at.TIF,0,test
RAISE-1k/tiff/r07ffdc87t.TIF,0,test
RAISE-1k/tiff/r081ad6a3t.TIF,0,test
RAISE-1k/tiff/r082626aft.TIF,0,test
RAISE-1k/tiff/r08276bf9t.TIF,0,test
RAISE-1k/tiff/r08307e1at.TIF,0,test
RAISE-1k/tiff/r0833f646t.TIF,0,test
RAISE-1k/tiff/r083b7636t.TIF,0,test
RAISE-1k/tiff/r08414c5at.TIF,0,test
RAISE-1k/tiff/r084889d5t.TIF,0,test
RAISE-1k/tiff/r085a5f53t.TIF,0,test
RAISE-1k/tiff/r08788547t.TIF,0,test
RAISE-1k/tiff/r087a13a6t.TIF,0,test
RAISE-1k/tiff/r08873591t.TIF,0,test
RAISE-1k/tiff/r088dcebft.TIF,0,test
RAISE-1k/tiff/r0897d8aat.TIF,0,test
RAISE-1k/tiff/r08996953t.TIF,0,test
RAISE-1k/tiff/r089cae91t.TIF,0,test
RAISE-1k/tiff/r08abaa78t.TIF,0,test
RAISE-1k/tiff/r08ac875ct.TIF,0,test
RAISE-1k/tiff/r08b04f65t.TIF,0,test
RAISE-1k/tiff/r08b41f18t.TIF,0,test
RAISE-1k/tiff/r08c76321t.TIF,0,test
RAISE-1k/tiff/r08cbbab9t.TIF,0,test
RAISE-1k/tiff/r08d2b4dat.TIF,0,test
RAISE-1k/tiff/r08d9a0cet.TIF,0,test
RAISE-1k/tiff/r08df6903t.TIF,0,test
RAISE-1k/tiff/r08f2d4c6t.TIF,0,test
RAISE-1k/tiff/r0905697bt.TIF,0,test
RAISE-1k/tiff/r09245347t.TIF,0,test
RAISE-1k/tiff/r092b4511t.TIF,0,test
RAISE-1k/tiff/r0941aa38t.TIF,0,test
RAISE-1k/tiff/r09445479t.TIF,0,test
RAISE-1k/tiff/r094ced7bt.TIF,0,test
RAISE-1k/tiff/r094cf3c6t.TIF,0,test
RAISE-1k/tiff/r09670876t.TIF,0,test
RAISE-1k/tiff/r09696ba3t.TIF,0,test
RAISE-1k/tiff/r096982ddt.TIF,0,test
RAISE-1k/tiff/r097088c1t.TIF,0,test
RAISE-1k/tiff/r097555c4t.TIF,0,test
RAISE-1k/tiff/r09851aa4t.TIF,0,test
RAISE-1k/tiff/r0985dc6ct.TIF,0,test
RAISE-1k/tiff/r098a8a22t.TIF,0,test
RAISE-1k/tiff/r098cf7aet.TIF,0,test
RAISE-1k/tiff/r09a60f63t.TIF,0,test
RAISE-1k/tiff/r09a79474t.TIF,0,test
RAISE-1k/tiff/r09a992e9t.TIF,0,test
RAISE-1k/tiff/r09b86185t.TIF,0,test
RAISE-1k/tiff/r09c15af7t.TIF,0,test
RAISE-1k/tiff/r09d50960t.TIF,0,test
RAISE-1k/tiff/r09d5cb41t.TIF,0,test
RAISE-1k/tiff/r09d7cd4et.TIF,0,test
RAISE-1k/tiff/r09dc6407t.TIF,0,test
RAISE-1k/tiff/r09efa609t.TIF,0,test
RAISE-1k/tiff/r09f764ect.TIF,0,test
RAISE-1k/tiff/r09ff1dcet.TIF,0,test
RAISE-1k/tiff/r0a0852c6t.TIF,0,test
RAISE-1k/tiff/r0a10fe29t.TIF,0,test
RAISE-1k/tiff/r0a18e454t.TIF,0,test
RAISE-1k/tiff/r0a19cb85t.TIF,0,test
RAISE-1k/tiff/r0a2e85f0t.TIF,0,test
RAISE-1k/tiff/r0a2ff882t.TIF,0,test
RAISE-1k/tiff/r0a31a2cct.TIF,0,test
RAISE-1k/tiff/r0a3c52a0t.TIF,0,test
RAISE-1k/tiff/r0a42c0f6t.TIF,0,test
RAISE-1k/tiff/r0a54ed98t.TIF,0,test
RAISE-1k/tiff/r0a5d7cb6t.TIF,0,test
RAISE-1k/tiff/r0a64ce0bt.TIF,0,test
RAISE-1k/tiff/r0a71c689t.TIF,0,test
RAISE-1k/tiff/r0a72568ct.TIF,0,test
RAISE-1k/tiff/r0a776764t.TIF,0,test
RAISE-1k/tiff/r0a779af2t.TIF,0,test
RAISE-1k/tiff/r0a808003t.TIF,0,test
RAISE-1k/tiff/r0a8b59bbt.TIF,0,test
RAISE-1k/tiff/r0a9384b1t.TIF,0,test
RAISE-1k/tiff/r0ab0a205t.TIF,0,test
RAISE-1k/tiff/r0ab7202ft.TIF,0,test
RAISE-1k/tiff/r0ab86ea2t.TIF,0,test
RAISE-1k/tiff/r0adac68bt.TIF,0,test
RAISE-1k/tiff/r0af5a8cct.TIF,0,test
RAISE-1k/tiff/r0b03e77at.TIF,0,test
RAISE-1k/tiff/r0b13d2a2t.TIF,0,test
RAISE-1k/tiff/r0b17fd57t.TIF,0,test
RAISE-1k/tiff/r0b1f92a9t.TIF,0,test
RAISE-1k/tiff/r0b3220e1t.TIF,0,test
RAISE-1k/tiff/r0b42926ct.TIF,0,test
RAISE-1k/tiff/r0b4d8af5t.TIF,0,test
RAISE-1k/tiff/r0b50b69ct.TIF,0,test
RAISE-1k/tiff/r0b591bc3t.TIF,0,test
RAISE-1k/tiff/r0b5a3035t.TIF,0,test
RAISE-1k/tiff/r0b5b85d0t.TIF,0,test
RAISE-1k/tiff/r0b61ed37t.TIF,0,test
RAISE-1k/tiff/r0b665b37t.TIF,0,test
RAISE-1k/tiff/r0b755540t.TIF,0,test
RAISE-1k/tiff/r0b76b82ft.TIF,0,test
RAISE-1k/tiff/r0b82ae9bt.TIF,0,test
RAISE-1k/tiff/r0b841e5at.TIF,0,test
RAISE-1k/tiff/r0b985828t.TIF,0,test
RAISE-1k/tiff/r0b99ac3ct.TIF,0,test
RAISE-1k/tiff/r0ba4c4c0t.TIF,0,test
RAISE-1k/tiff/r0bbbb097t.TIF,0,test
RAISE-1k/tiff/r0bbd0b0et.TIF,0,test
RAISE-1k/tiff/r0bc0e549t.TIF,0,test
RAISE-1k/tiff/r0bc1a779t.TIF,0,test
RAISE-1k/tiff/r0bc7d0eet.TIF,0,test
RAISE-1k/tiff/r0bc87c20t.TIF,0,test
RAISE-1k/tiff/r0bf1bbect.TIF,0,test
RAISE-1k/tiff/r0c03e364t.TIF,0,test
RAISE-1k/tiff/r0c0d0adct.TIF,0,test
RAISE-1k/tiff/r0c1de5e1t.TIF,0,test
RAISE-1k/tiff/r0c1f588dt.TIF,0,test
RAISE-1k/tiff/r0c2fb2a1t.TIF,0,test
RAISE-1k/tiff/r0c32591dt.TIF,0,test
RAISE-1k/tiff/r0c3a8ea0t.TIF,0,test
RAISE-1k/tiff/r0c486c0at.TIF,0,test
RAISE-1k/tiff/r0c5e9567t.TIF,0,test
RAISE-1k/tiff/r0c6cf00bt.TIF,0,test
RAISE-1k/tiff/r0c764979t.TIF,0,test
RAISE-1k/tiff/r0c795771t.TIF,0,test
RAISE-1k/tiff/r0c7fcc38t.TIF,0,test
RAISE-1k/tiff/r0c8f3ce5t.TIF,0,test
RAISE-1k/tiff/r0c925d34t.TIF,0,test
RAISE-1k/tiff/r0c9e4ff8t.TIF,0,test
RAISE-1k/tiff/r0cbdc6f8t.TIF,0,test
RAISE-1k/tiff/r0cc5a33ct.TIF,0,test
RAISE-1k/tiff/r0cd4ffb0t.TIF,0,test
RAISE-1k/tiff/r0cea5432t.TIF,0,test
RAISE-1k/tiff/r0cfedd72t.TIF,0,test
RAISE-1k/tiff/r0d0ff43at.TIF,0,test
RAISE-1k/tiff/r0d0ff4c2t.TIF,0,test
RAISE-1k/tiff/r0d1dd61ft.TIF,0,test
RAISE-1k/tiff/r0d280006t.TIF,0,test
RAISE-1k/tiff/r0d61db4ct.TIF,0,test
RAISE-1k/tiff/r0d796d4ft.TIF,0,test
RAISE-1k/tiff/r0d8d62edt.TIF,0,test
RAISE-1k/tiff/r0db011b4t.TIF,0,test
RAISE-1k/tiff/r0db31c3ft.TIF,0,test
RAISE-1k/tiff/r0db6cc31t.TIF,0,test
RAISE-1k/tiff/r0dd60980t.TIF,0,test
RAISE-1k/tiff/r0dd6e8f4t.TIF,0,test
RAISE-1k/tiff/r0dd7b354t.TIF,0,test
RAISE-1k/tiff/r0de97473t.TIF,0,test
RAISE-1k/tiff/r0deb6dadt.TIF,0,test
RAISE-1k/tiff/r0dff226et.TIF,0,test
RAISE-1k/tiff/r0e1a6e2ft.TIF,0,test
RAISE-1k/tiff/r0e35d1fct.TIF,0,test
RAISE-1k/tiff/r0e593c46t.TIF,0,test
RAISE-1k/tiff/r0e5b5159t.TIF,0,test
RAISE-1k/tiff/r0e63ca9ft.TIF,0,test
RAISE-1k/tiff/r0e63dd12t.TIF,0,test
RAISE-1k/tiff/r0e661e0dt.TIF,0,test
RAISE-1k/tiff/r0e965ba7t.TIF,0,test
RAISE-1k/tiff/r0e9b0485t.TIF,0,test
RAISE-1k/tiff/r0ea0825ft.TIF,0,test
RAISE-1k/tiff/r0eb7ee5ct.TIF,0,test
RAISE-1k/tiff/r0eb8dfb5t.TIF,0,test
RAISE-1k/tiff/r0eb9e900t.TIF,0,test
RAISE-1k/tiff/r0eba1984t.TIF,0,test
RAISE-1k/tiff/r0ebb0bb4t.TIF,0,test
RAISE-1k/tiff/r0ebb5ca2t.TIF,0,test
RAISE-1k/tiff/r0ed019a4t.TIF,0,test
RAISE-1k/tiff/r0ed16e26t.TIF,0,test
RAISE-1k/tiff/r0ed844b5t.TIF,0,test
RAISE-1k/tiff/r0edb165ft.TIF,0,test
RAISE-1k/tiff/r0eedd456t.TIF,0,test
RAISE-1k/tiff/r0f137652t.TIF,0,test
RAISE-1k/tiff/r0f1a3f00t.TIF,0,test
RAISE-1k/tiff/r0f1aef1ft.TIF,0,test
RAISE-1k/tiff/r0f22c43ct.TIF,0,test
RAISE-1k/tiff/r0f24ca4dt.TIF,0,test
RAISE-1k/tiff/r0f25b326t.TIF,0,test
RAISE-1k/tiff/r0f2c63d2t.TIF,0,test
RAISE-1k/tiff/r0f2e6baft.TIF,0,test
RAISE-1k/tiff/r0f3569c0t.TIF,0,test
RAISE-1k/tiff/r0f36ba1bt.TIF,0,test
RAISE-1k/tiff/r0f38373ct.TIF,0,test
RAISE-1k/tiff/r0f3f14cbt.TIF,0,test
RAISE-1k/tiff/r0f4ece9bt.TIF,0,test
RAISE-1k/tiff/r0f5475b5t.TIF,0,test
RAISE-1k/tiff/r0f5beb66t.TIF,0,test
